Ticker,Company Name,Industry,Year (t),Year (t+1),Financial State (t),Financial State (t+1)
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,2021,2022,At_Risk,At_Risk
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,2022,2023,At_Risk,At_Risk
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,2023,2024,At_Risk,High_Risk
MCM,Giống bò sữa Mộc Châu,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
MCP,In và Bao bì Mỹ Châu,Công nghiệp,2020,2021,Stable,Healthy
MCP,In và Bao bì Mỹ Châu,Công nghiệp,2021,2022,Healthy,Stable
MCP,In và Bao bì Mỹ Châu,Công nghiệp,2022,2023,Stable,Stable
MCP,In và Bao bì Mỹ Châu,Công nghiệp,2023,2024,Stable,Healthy
MDG,Xây dựng Miền Đông,Công nghiệp,2020,2021,At_Risk,High_Risk
MDG,Xây dựng Miền Đông,Công nghiệp,2021,2022,High_Risk,Stable
MDG,Xây dựng Miền Đông,Công nghiệp,2022,2023,Stable,At_Risk
MDG,Xây dựng Miền Đông,Công nghiệp,2023,2024,At_Risk,High_Risk
MHC,CTCP MHC,Công nghiệp,2020,2021,Stable,At_Risk
MHC,CTCP MHC,Công nghiệp,2021,2022,At_Risk,Stable
MHC,CTCP MHC,Công nghiệp,2022,2023,Stable,At_Risk
MHC,CTCP MHC,Công nghiệp,2023,2024,At_Risk,Stable
MSH,May Sông Hồng,Hàng Tiêu dùng,2020,2021,Healthy,Stable
MSH,May Sông Hồng,Hàng Tiêu dùng,2021,2022,Stable,Healthy
MSH,May Sông Hồng,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
MSH,May Sông Hồng,Hàng Tiêu dùng,2023,2024,Healthy,Stable
MSN,Tập đoàn Masan,Hàng Tiêu dùng,2020,2021,High_Risk,At_Risk
MSN,Tập đoàn Masan,Hàng Tiêu dùng,2021,2022,At_Risk,At_Risk
MSN,Tập đoàn Masan,Hàng Tiêu dùng,2022,2023,At_Risk,High_Risk
MSN,Tập đoàn Masan,Hàng Tiêu dùng,2023,2024,High_Risk,High_Risk
MWG,Thế giới di động,Dịch vụ Tiêu dùng,2020,2021,At_Risk,Stable
MWG,Thế giới di động,Dịch vụ Tiêu dùng,2021,2022,Stable,At_Risk
MWG,Thế giới di động,Dịch vụ Tiêu dùng,2022,2023,At_Risk,At_Risk
MWG,Thế giới di động,Dịch vụ Tiêu dùng,2023,2024,At_Risk,At_Risk
NAF,Nafoods Group,Hàng Tiêu dùng,2020,2021,At_Risk,At_Risk
NAF,Nafoods Group,Hàng Tiêu dùng,2021,2022,At_Risk,Stable
NAF,Nafoods Group,Hàng Tiêu dùng,2022,2023,Stable,Stable
NAF,Nafoods Group,Hàng Tiêu dùng,2023,2024,Stable,At_Risk
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,2020,2021,Stable,Stable
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,2021,2022,Stable,Healthy
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,2022,2023,Healthy,Healthy
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,2023,2024,Healthy,Healthy
NCG,Nova Consumer,Hàng Tiêu dùng,2020,2021,At_Risk,Stable
NCG,Nova Consumer,Hàng Tiêu dùng,2021,2022,Stable,Stable
NCT,DV Hàng hóa Nội Bài,Công nghiệp,2020,2021,Healthy,Healthy
NCT,DV Hàng hóa Nội Bài,Công nghiệp,2021,2022,Healthy,Healthy
NCT,DV Hàng hóa Nội Bài,Công nghiệp,2022,2023,Healthy,Healthy
NCT,DV Hàng hóa Nội Bài,Công nghiệp,2023,2024,Healthy,Healthy
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,2020,2021,Healthy,At_Risk
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,2021,2022,At_Risk,At_Risk
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,2022,2023,At_Risk,High_Risk
NHA,PT Nhà và Đô thị Nam HN,Công nghiệp,2023,2024,High_Risk,Stable
NHH,Nhựa Hà Nội,Nguyên vật liệu,2020,2021,At_Risk,High_Risk
NHH,Nhựa Hà Nội,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
NHH,Nhựa Hà Nội,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
NHH,Nhựa Hà Nội,Nguyên vật liệu,2023,2024,At_Risk,Stable
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,2020,2021,At_Risk,At_Risk
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,2021,2022,At_Risk,Healthy
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,2022,2023,Healthy,At_Risk
NHT,Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,2023,2024,At_Risk,High_Risk
NKG,Thép Nam Kim,Nguyên vật liệu,2020,2021,At_Risk,Stable
NKG,Thép Nam Kim,Nguyên vật liệu,2021,2022,Stable,At_Risk
NKG,Thép Nam Kim,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
NKG,Thép Nam Kim,Nguyên vật liệu,2023,2024,High_Risk,At_Risk
NNC,Đá Núi Nhỏ,Công nghiệp,2020,2021,Healthy,Healthy
NNC,Đá Núi Nhỏ,Công nghiệp,2021,2022,Healthy,Stable
NNC,Đá Núi Nhỏ,Công nghiệp,2022,2023,Stable,Stable
NNC,Đá Núi Nhỏ,Công nghiệp,2023,2024,Stable,Healthy
NO1,Tâp đoàn 911,Công nghiệp,2020,2021,Stable,Stable
NO1,Tâp đoàn 911,Công nghiệp,2021,2022,Stable,At_Risk
NO1,Tâp đoàn 911,Công nghiệp,2022,2023,At_Risk,At_Risk
NO1,Tâp đoàn 911,Công nghiệp,2023,2024,At_Risk,Stable
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,2020,2021,Stable,Stable
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,2021,2022,Stable,Stable
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,2022,2023,Stable,Stable
NSC,Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,2023,2024,Stable,Healthy
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,2020,2021,Stable,Stable
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,2021,2022,Stable,Healthy
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,2022,2023,Healthy,At_Risk
NT2,Điện lực Nhơn Trạch 2,Tiện ích Cộng đồng,2023,2024,At_Risk,At_Risk
OPC,Dược phẩm OPC,Dược phẩm và Y tế,2020,2021,Healthy,Healthy
OPC,Dược phẩm OPC,Dược phẩm và Y tế,2021,2022,Healthy,Healthy
OPC,Dược phẩm OPC,Dược phẩm và Y tế,2022,2023,Healthy,Stable
OPC,Dược phẩm OPC,Dược phẩm và Y tế,2023,2024,Stable,Healthy
PAC,Pin Ắc quy Miền Nam,Công nghiệp,2020,2021,Stable,Stable
PAC,Pin Ắc quy Miền Nam,Công nghiệp,2021,2022,Stable,Stable
PAC,Pin Ắc quy Miền Nam,Công nghiệp,2022,2023,Stable,At_Risk
PAC,Pin Ắc quy Miền Nam,Công nghiệp,2023,2024,At_Risk,Stable
PAN,Tập đoàn PAN,Hàng Tiêu dùng,2020,2021,At_Risk,At_Risk
PAN,Tập đoàn PAN,Hàng Tiêu dùng,2021,2022,At_Risk,Stable
PAN,Tập đoàn PAN,Hàng Tiêu dùng,2022,2023,Stable,At_Risk
PAN,Tập đoàn PAN,Hàng Tiêu dùng,2023,2024,At_Risk,At_Risk
PC1,Tập đoàn PC1,Công nghiệp,2020,2021,At_Risk,High_Risk
PC1,Tập đoàn PC1,Công nghiệp,2021,2022,High_Risk,High_Risk
PC1,Tập đoàn PC1,Công nghiệp,2022,2023,High_Risk,High_Risk
PC1,Tập đoàn PC1,Công nghiệp,2023,2024,High_Risk,At_Risk
PDN,Cảng Đồng Nai,Công nghiệp,2020,2021,Stable,Stable
PDN,Cảng Đồng Nai,Công nghiệp,2021,2022,Stable,Stable
PDN,Cảng Đồng Nai,Công nghiệp,2022,2023,Stable,Stable
PDN,Cảng Đồng Nai,Công nghiệp,2023,2024,Stable,Healthy
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,2020,2021,At_Risk,Healthy
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,2021,2022,Healthy,At_Risk
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,2022,2023,At_Risk,At_Risk
PET,Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,2023,2024,At_Risk,At_Risk
PGC,Gas Petrolimex,Tiện ích Cộng đồng,2020,2021,Stable,At_Risk
PGC,Gas Petrolimex,Tiện ích Cộng đồng,2021,2022,At_Risk,At_Risk
PGC,Gas Petrolimex,Tiện ích Cộng đồng,2022,2023,At_Risk,At_Risk
PGC,Gas Petrolimex,Tiện ích Cộng đồng,2023,2024,At_Risk,At_Risk
PGD,PV GAS D,Tiện ích Cộng đồng,2020,2021,Stable,At_Risk
PGD,PV GAS D,Tiện ích Cộng đồng,2021,2022,At_Risk,Healthy
PGD,PV GAS D,Tiện ích Cộng đồng,2022,2023,Healthy,At_Risk
PGD,PV GAS D,Tiện ích Cộng đồng,2023,2024,At_Risk,Stable
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,2020,2021,At_Risk,High_Risk
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,2021,2022,High_Risk,At_Risk
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,2022,2023,At_Risk,High_Risk
PGV,Tổng Công ty Phát điện 3,Tiện ích Cộng đồng,2023,2024,High_Risk,High_Risk
PHC,Phuc Hung Holdings,Công nghiệp,2020,2021,High_Risk,High_Risk
PHC,Phuc Hung Holdings,Công nghiệp,2021,2022,High_Risk,High_Risk
PHC,Phuc Hung Holdings,Công nghiệp,2022,2023,High_Risk,High_Risk
PHC,Xây dựng Phục Hưng Holdings,Công nghiệp,2023,2024,High_Risk,High_Risk
PHR,Cao su Phước Hòa,Nguyên vật liệu,2020,2021,Stable,At_Risk
PHR,Cao su Phước Hòa,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
PHR,Cao su Phước Hòa,Nguyên vật liệu,2022,2023,At_Risk,Stable
PHR,Cao su Phước Hòa,Nguyên vật liệu,2023,2024,Stable,Healthy
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,2020,2021,High_Risk,At_Risk
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,2021,2022,At_Risk,High_Risk
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,2022,2023,High_Risk,At_Risk
PIT,XNK PETROLIMEX,Dịch vụ Tiêu dùng,2023,2024,At_Risk,Stable
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,2020,2021,Stable,Stable
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,2021,2022,Stable,Stable
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,2022,2023,Stable,At_Risk
PJT,Vận tải thủy PETROLIMEX,Công nghiệp,2023,2024,At_Risk,Stable
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,2020,2021,At_Risk,High_Risk
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,2021,2022,High_Risk,High_Risk
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,2022,2023,High_Risk,High_Risk
PLP,SX và CN Nhựa Pha Lê,Nguyên vật liệu,2023,2024,High_Risk,High_Risk
PLX,Petrolimex,Dầu khí,2020,2021,At_Risk,Stable
PLX,Petrolimex,Dầu khí,2021,2022,Stable,Stable
PLX,Petrolimex,Dầu khí,2022,2023,Stable,Stable
PLX,Petrolimex,Dầu khí,2023,2024,Stable,Stable
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,2020,2021,At_Risk,High_Risk
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,2021,2022,High_Risk,Stable
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,2022,2023,Stable,High_Risk
PMG,ĐT và SX Petro Miền Trung,Tiện ích Cộng đồng,2023,2024,High_Risk,At_Risk
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,2020,2021,High_Risk,At_Risk
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,2021,2022,At_Risk,At_Risk
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,2022,2023,At_Risk,High_Risk
PNC,Văn hóa Phương Nam,Dịch vụ Tiêu dùng,2023,2024,High_Risk,High_Risk
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
PNJ,Vàng Phú Nhuận,Hàng Tiêu dùng,2023,2024,Healthy,Stable
POM,Thép Pomina,Nguyên vật liệu,2020,2021,High_Risk,High_Risk
POM,Thép Pomina,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,2020,2021,At_Risk,At_Risk
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,2021,2022,At_Risk,At_Risk
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,2022,2023,At_Risk,At_Risk
POW,Điện lực Dầu khí Việt Nam,Tiện ích Cộng đồng,2023,2024,At_Risk,At_Risk
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,2020,2021,Healthy,Stable
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,2021,2022,Stable,Stable
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,2022,2023,Stable,Stable
PPC,Nhiệt điện Phả Lại,Tiện ích Cộng đồng,2023,2024,Stable,Stable
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,2020,2021,High_Risk,High_Risk
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,2021,2022,High_Risk,At_Risk
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,2022,2023,At_Risk,High_Risk
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,2023,2024,High_Risk,At_Risk
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,2020,2021,Stable,Stable
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,2021,2022,Stable,At_Risk
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,2023,2024,At_Risk,Healthy
PTC,Đầu tư ICAPITAL,Công nghiệp,2020,2021,Healthy,Stable
PTC,Đầu tư ICAPITAL,Công nghiệp,2021,2022,Stable,High_Risk
PTC,Đầu tư ICAPITAL,Công nghiệp,2022,2023,High_Risk,High_Risk
PTC,Đầu tư ICAPITAL,Công nghiệp,2023,2024,High_Risk,Stable
PVD,Khoan Dầu khí PVDrilling,Dầu khí,2020,2021,Healthy,Stable
PVD,Khoan Dầu khí PVDrilling,Dầu khí,2021,2022,Stable,Stable
PVD,Khoan Dầu khí PVDrilling,Dầu khí,2022,2023,Stable,Stable
PVD,Khoan Dầu khí PVDrilling,Dầu khí,2023,2024,Stable,Healthy
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,2020,2021,Stable,Stable
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,2021,2022,Stable,Stable
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,2022,2023,Stable,At_Risk
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,2023,2024,At_Risk,Stable
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,2020,2021,Stable,Stable
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,2021,2022,Stable,Stable
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,2022,2023,Stable,At_Risk
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,2023,2024,At_Risk,Stable
QBS,Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,2020,2021,High_Risk,Stable
QBS,Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,2021,2022,Stable,Stable
QNP,Cảng Quy Nhơn,Công nghiệp,2023,2024,Stable,Healthy
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,2020,2021,Stable,At_Risk
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,2021,2022,At_Risk,At_Risk
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,2022,2023,At_Risk,Healthy
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,2023,2024,Healthy,At_Risk
RDP,Nhựa Rạng Đông,Nguyên vật liệu,2020,2021,At_Risk,Stable
RDP,Nhựa Rạng Đông,Nguyên vật liệu,2021,2022,Stable,At_Risk
RDP,Nhựa Rạng Đông,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
REE,Cơ Điện Lạnh REE,Công nghiệp,2020,2021,Stable,Stable
REE,Cơ Điện Lạnh REE,Công nghiệp,2021,2022,Stable,Stable
REE,Cơ Điện Lạnh REE,Công nghiệp,2022,2023,Stable,Stable
REE,Cơ Điện Lạnh REE,Tiện ích Cộng đồng,2023,2024,Stable,Stable
RYG,Sản xuất và Đầu tư Hoàng Gia,Công nghiệp,2023,2024,Stable,High_Risk
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,2020,2021,Stable,Stable
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,2021,2022,Stable,Stable
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,2022,2023,Stable,Stable
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,2023,2024,Stable,Stable
SAB,SABECO,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
SAB,SABECO,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
SAB,SABECO,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
SAB,SABECO,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
SAM,SAM Holdings,Công nghệ Thông tin,2020,2021,At_Risk,At_Risk
SAM,SAM Holdings,Công nghệ Thông tin,2021,2022,At_Risk,At_Risk
SAM,SAM Holdings,Công nghệ Thông tin,2022,2023,At_Risk,At_Risk
SAM,SAM Holdings,Công nghệ Thông tin,2023,2024,At_Risk,Stable
SAV,Savimex,Nguyên vật liệu,2020,2021,Healthy,Stable
SAV,Savimex,Nguyên vật liệu,2021,2022,Stable,At_Risk
SAV,Savimex,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
SAV,Savimex,Nguyên vật liệu,2023,2024,High_Risk,Healthy
SBA,Sông Ba JSC,Tiện ích Cộng đồng,2020,2021,Stable,Stable
SBA,Sông Ba JSC,Tiện ích Cộng đồng,2021,2022,Stable,Stable
SBA,Sông Ba JSC,Tiện ích Cộng đồng,2022,2023,Stable,Stable
SBA,Sông Ba JSC,Tiện ích Cộng đồng,2023,2024,Stable,Stable
SBG,Tập Đoàn Cơ Khí Công Nghệ Cao Siba,Công nghiệp,2023,2024,At_Risk,Stable
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,2020,2021,High_Risk,High_Risk
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,2021,2022,High_Risk,High_Risk
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,2022,2023,High_Risk,High_Risk
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,2023,2024,High_Risk,At_Risk
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,2020,2021,Stable,Stable
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,2021,2022,Stable,At_Risk
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,2022,2023,At_Risk,At_Risk
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,2023,2024,At_Risk,At_Risk
SC5,Xây dựng Số 5,Công nghiệp,2020,2021,At_Risk,High_Risk
SC5,Xây dựng Số 5,Công nghiệp,2021,2022,High_Risk,At_Risk
SC5,Xây dựng Số 5,Công nghiệp,2022,2023,At_Risk,Stable
SC5,Xây dựng Số 5,Công nghiệp,2023,2024,Stable,Stable
SCD,Giải khát Chương Dương,Hàng Tiêu dùng,2020,2021,Stable,At_Risk
SCD,Giải khát Chương Dương,Hàng Tiêu dùng,2021,2022,At_Risk,High_Risk
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,2020,2021,Healthy,Healthy
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,2021,2022,Healthy,Healthy
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,2022,2023,Healthy,Stable
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,2023,2024,Stable,Stable
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,2020,2021,Healthy,Stable
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,2021,2022,Stable,Stable
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,2022,2023,Stable,Healthy
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,2023,2024,Healthy,Stable
SFG,Phân bón Miền Nam,Nguyên vật liệu,2020,2021,Stable,At_Risk
SFG,Phân bón Miền Nam,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
SFG,Phân bón Miền Nam,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
SFG,Phân bón Miền Nam,Nguyên vật liệu,2023,2024,At_Risk,Stable
SFI,Vận tải SAFI,Công nghiệp,2020,2021,Healthy,Healthy
SFI,Vận tải SAFI,Công nghiệp,2021,2022,Healthy,Healthy
SFI,Vận tải SAFI,Công nghiệp,2022,2023,Healthy,Healthy
SFI,Vận tải SAFI,Công nghiệp,2023,2024,Healthy,Healthy
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,2020,2021,Healthy,Stable
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,2021,2022,Stable,Healthy
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,2022,2023,Healthy,Healthy
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,2023,2024,Healthy,Healthy
SGT,Sài Gòn Telecom,Công nghệ Thông tin,2020,2021,High_Risk,High_Risk
SGT,Sài Gòn Telecom,Công nghệ Thông tin,2021,2022,High_Risk,High_Risk
SGT,Sài Gòn Telecom,Công nghệ Thông tin,2022,2023,High_Risk,At_Risk
SGT,Sài Gòn Telecom,Công nghệ Thông tin,2023,2024,At_Risk,High_Risk
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,2020,2021,High_Risk,High_Risk
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,2023,2024,High_Risk,High_Risk
SHI,Quốc tế Sơn Hà,Nguyên vật liệu,2020,2021,At_Risk,At_Risk
SHI,Quốc tế Sơn Hà,Nguyên vật liệu,2021,2022,At_Risk,Stable
SHI,Quốc tế Sơn Hà,Nguyên vật liệu,2022,2023,Stable,High_Risk
SHI,Quốc tế Sơn Hà,Nguyên vật liệu,2023,2024,High_Risk,At_Risk
SHP,Thủy điện Miền Nam,Tiện ích Cộng đồng,2020,2021,At_Risk,Stable
SHP,Thủy điện Miền Nam,Tiện ích Cộng đồng,2021,2022,Stable,Stable
SHP,Thủy điện Miền Nam,Tiện ích Cộng đồng,2022,2023,Stable,Stable
SHP,Thủy điện Miền Nam,Tiện ích Cộng đồng,2023,2024,Stable,Healthy
SJD,Thủy điện Cần Đơn,Tiện ích Cộng đồng,2020,2021,Healthy,Healthy
SJD,Thủy điện Cần Đơn,Tiện ích Cộng đồng,2021,2022,Healthy,Healthy
SJD,Thủy điện Cần Đơn,Tiện ích Cộng đồng,2022,2023,Healthy,Healthy
SJD,Thủy điện Cần Đơn,Tiện ích Cộng đồng,2023,2024,Healthy,Healthy
SJF,Đầu tư Sao Thái Dương,Nguyên vật liệu,2020,2021,At_Risk,High_Risk
SJF,Đầu tư Sao Thái Dương,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
SKG,Tàu Cao tốc Superdong,Dịch vụ Tiêu dùng,2020,2021,Stable,Stable
SKG,Tàu Cao tốc Superdong,Dịch vụ Tiêu dùng,2021,2022,Stable,Stable
SKG,Tàu Cao tốc Superdong,Dịch vụ Tiêu dùng,2022,2023,Stable,Healthy
SKG,Tàu Cao tốc Superdong,Dịch vụ Tiêu dùng,2023,2024,Healthy,Stable
SMA,Thiết bị Phụ tùng Sài Gòn,Tiện ích Cộng đồng,2020,2021,High_Risk,At_Risk
SMA,Thiết bị Phụ tùng Sài Gòn,Tiện ích Cộng đồng,2021,2022,At_Risk,At_Risk
SMA,Thiết bị Phụ tùng Sài Gòn,Tiện ích Cộng đồng,2022,2023,At_Risk,Stable
SMA,Thiết bị Phụ tùng Sài Gòn,Tiện ích Cộng đồng,2023,2024,Stable,Healthy
SMB,Bia Sài Gòn - Miền Trung,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
SMB,Bia Sài Gòn - Miền Trung,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
SMB,Bia Sài Gòn - Miền Trung,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
SMB,Bia Sài Gòn - Miền Trung,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
SMC,Đầu tư Thương mại SMC,Nguyên vật liệu,2020,2021,At_Risk,Stable
SMC,Đầu tư Thương mại SMC,Nguyên vật liệu,2021,2022,Stable,At_Risk
